intensity,dens0,dens1,delta,treeid,method
-19.700000000000003,0.03506162345941364,0.02345638060939211,-0.01160524285002152,A-04-6982,manual clip
-19.5,0.0346366340841474,0.02487797943420331,-0.00975865464994409,A-04-6982,manual clip
-19.299999999999997,0.04356141096472603,0.02677344453395261,-0.01678796643077341,A-04-6982,manual clip
-19.1,0.04292392690182761,0.02369331374686072,-0.01923061315496688,A-04-6982,manual clip
-18.9,0.04674883127921818,0.03032744159598172,-0.01642138968323646,A-04-6982,manual clip
-18.700000000000003,0.03591160220994487,0.02179784864711186,-0.01411375356283301,A-04-6982,manual clip
-18.5,0.04058648533786597,0.02487797943420331,-0.01570850590366266,A-04-6982,manual clip
-18.299999999999997,0.05333616659583529,0.03269677297066779,-0.02063939362516749,A-04-6982,manual clip
-18.1,0.04866128346791347,0.02748424394635843,-0.02117703952155503,A-04-6982,manual clip
-17.9,0.05036124096897595,0.02701037767142122,-0.02335086329755472,A-04-6982,manual clip
-17.700000000000003,0.05227369315767124,0.03459223807041665,-0.01768145508725459,A-04-6982,manual clip
-17.5,0.05482362940926398,0.03482917120788464,-0.01999445820137934,A-04-6982,manual clip
-17.299999999999997,0.0556736081597962,0.03553997062029108,-0.02013363753950511,A-04-6982,manual clip
-17.1,0.05737356566085867,0.04217409846941208,-0.01519946719144658,A-04-6982,manual clip
-16.9,0.06608584785380388,0.03933090081978879,-0.02675494703401508,A-04-6982,manual clip
-16.700000000000003,0.06141096472588207,0.03506610434535386,-0.0263448603805282,A-04-6982,manual clip
-16.5,0.06799830004249796,0.04170023219447412,-0.02629806784802384,A-04-6982,manual clip
-16.299999999999997,0.06927326816829603,0.0492820925934703,-0.01999117557482573,A-04-6982,manual clip
-16.1,0.07012324691882728,0.04643889494384701,-0.02368435197498026,A-04-6982,manual clip
-15.9,0.06948576285592885,0.04572809553144119,-0.02375766732448765,A-04-6982,manual clip
-15.7,0.07628559286017808,0.05354688906790476,-0.02273870379227332,A-04-6982,manual clip
-15.5,0.07586060348491247,0.05804861867980825,-0.01781198480510421,A-04-6982,manual clip
-15.3,0.08266043348916306,0.05899635122968319,-0.02366408225947987,A-04-6982,manual clip
-15.1,0.08584785380365521,0.05283608965549941,-0.0330117641481558,A-04-6982,manual clip
-14.9,0.08159796005099901,0.07652940340236013,-0.00506855664863888,A-04-6982,manual clip
-14.7,0.08308542286442794,0.06373501397905477,-0.01935040888537316,A-04-6982,manual clip
-14.5,0.08266043348916233,0.05733781926740244,-0.02532261422175989,A-04-6982,manual clip
-14.3,0.07947301317467091,0.0625503482917123,-0.01692266488295861,A-04-6982,manual clip
-14.1,0.07756056098597562,0.04880822631853308,-0.02875233466744253,A-04-6982,manual clip
-13.9,0.08754781130471768,0.05852248495474598,-0.0290253263499717,A-04-6982,manual clip
-13.7,0.08521036974075602,0.0604179500544943,-0.02479241968626171,A-04-6982,manual clip
-13.5,0.08478538036549041,0.06349808084158617,-0.02128729952390423,A-04-6982,manual clip
-13.3,0.08669783255418645,0.05283608965549941,-0.03386174289868704,A-04-6982,manual clip
-13.1,0.08903527411814735,0.05947021750462041,-0.02956505661352694,A-04-6982,manual clip
-12.9,0.09477263068423322,0.06634127849121002,-0.0284313521930232,A-04-6982,manual clip
-12.7,0.09689757756056046,0.06799981045348967,-0.02889776710707078,A-04-6982,manual clip
-12.5,0.09647258818529485,0.06776287731602106,-0.02870971086927379,A-04-6982,manual clip
-12.3,0.1049723756906081,0.07344927261526824,-0.03152310307533987,A-04-6982,manual clip
-12.1,0.09647258818529572,0.06634127849121002,-0.03013130969408568,A-04-6982,manual clip
-11.9,0.09689757756056046,0.07273847320286177,-0.02415910435769869,A-04-6982,manual clip
-11.7,0.09243518912027232,0.07676633653982874,-0.01566885258044358,A-04-6982,manual clip
-11.5,0.10242243943901438,0.08505899635122999,-0.01736344308778439,A-04-6982,manual clip
-11.3,0.09307267318316992,0.08103113301426294,-0.01204154016890697,A-04-6982,manual clip
-11.1,0.10199745006374876,0.09643178694972314,-0.00556566311402562,A-04-6982,manual clip
-10.9,0.09859753506162292,0.10045965028668856,0.00186211522506564,A-04-6982,manual clip
-10.7,0.08882277943051455,0.09785338577453476,0.00903060634402022,A-04-6982,manual clip
-10.5,0.08266043348916233,0.08884992655072692,0.00618949306156459,A-04-6982,manual clip
-10.3,0.08393540161495992,0.09714258636212895,0.01320718474716903,A-04-6982,manual clip
-10.1,0.08074798130046777,0.10614604558593604,0.02539806428546825,A-04-6982,manual clip
-9.9,0.08967275818104499,0.09998578401175136,0.01031302583070636,A-04-6982,manual clip
-9.7,0.08967275818104578,0.09335165616263125,0.00367889798158545,A-04-6982,manual clip
-9.5,0.09116022099447464,0.10353978107378044,0.01237956007930579,A-04-6982,manual clip
-9.3,0.08032299192520215,0.08505899635122999,0.00473600442602784,A-04-6982,manual clip
-9.1,0.08797280067998331,0.09050845851300796,0.00253565783302464,A-04-6982,manual clip
-8.899999999999999,0.09222269443263868,0.09903805146187694,0.00681535702923825,A-04-6982,manual clip
-8.7,0.08223544411389744,0.09429938871250566,0.01206394459860822,A-04-6982,manual clip
-8.5,0.06778580535486577,0.09619485381225368,0.02840904845738791,A-04-6982,manual clip
-8.299999999999999,0.06884827879303042,0.10306591479884414,0.03421763600581372,A-04-6982,manual clip
-8.1,0.06608584785380388,0.09477325498744288,0.028687407133639,A-04-6982,manual clip
-7.9,0.05439864003399886,0.11751883618442814,0.06312019615042928,A-04-6982,manual clip
-7.699999999999999,0.0471738206544838,0.11112164147277678,0.06394782081829298,A-04-6982,manual clip
-7.499999999999999,0.04122396940076476,0.1066199118608723,0.06539594246010755,A-04-6982,manual clip
-7.299999999999999,0.0320866978325543,0.09666872008719174,0.06458202225463744,A-04-6982,manual clip
-7.1,0.02188695282617942,0.08505899635122999,0.06317204352505057,A-04-6982,manual clip
-6.8999999999999995,0.02337441563960888,0.08695446145097807,0.0635800458113692,A-04-6982,manual clip
-6.699999999999999,0.0193370165745857,0.07937260105198342,0.06003558447739771,A-04-6982,manual clip
-6.499999999999999,0.01742456438589025,0.07558167085248503,0.05815710646659478,A-04-6982,manual clip
-6.299999999999999,0.0150871228219295,0.06847367672842748,0.05338655390649798,A-04-6982,manual clip
-6.1,0.01529961750956231,0.07510780457754848,0.05980818706798617,A-04-6982,manual clip
-5.8999999999999995,0.01487462813429656,0.0604179500544943,0.04554332192019774,A-04-6982,manual clip
-5.699999999999999,0.01614959626009355,0.05188835710562498,0.03573876084553142,A-04-6982,manual clip
-5.499999999999999,0.01126221844453882,0.05165142396815591,0.04038920552361708,A-04-6982,manual clip
-5.299999999999999,0.01274968125796859,0.03553997062029108,0.02279028936232248,A-04-6982,manual clip
-5.1,0.01126221844453892,0.0298535753210445,0.01859135687650558,A-04-6982,manual clip
-4.8999999999999995,0.01211219719507005,0.02653651139648377,0.01442431420141371,A-04-6982,manual clip
-4.699999999999999,0.00913727156821082,0.01895465099748857,0.00981737942927775,A-04-6982,manual clip
-4.499999999999999,0.01019974500637478,0.01611145334786514,0.00591170834149036,A-04-6982,manual clip
-4.299999999999999,0.01168720781980454,0.01776998531014554,0.00608277749034099,A-04-6982,manual clip
-4.1,0.00913727156821082,0.01066199118608732,0.00152471961787649,A-04-6982,manual clip
-3.9,0.0129621759456014,0.00829265981140125,-0.00466951613420015,A-04-6982,manual clip
-3.6999999999999993,0.0104122396940075,0.00900345922380691,-0.00140878047020058,A-04-6982,manual clip
-3.4999999999999982,0.00722481937951553,0.00900345922380707,0.00177863984429153,A-04-6982,manual clip
-3.299999999999999,0.00913727156821082,0.00616026157418378,-0.00297700999402703,A-04-6982,manual clip
-3.0999999999999996,0.0087122821929452,0.00592332843671518,-0.00278895375623002,A-04-6982,manual clip
-2.9000000000000004,0.00828729281767958,0.0068710609865896,-0.00141623183108997,A-04-6982,manual clip
-2.6999999999999993,0.00871228219294505,0.00284319764962323,-0.00586908454332181,A-04-6982,manual clip
-2.4999999999999982,0.00552486187845305,0.00213239823721746,-0.00339246364123559,A-04-6982,manual clip
-2.299999999999999,0.00722481937951553,0.00236933137468607,-0.0048554880048294596,A-04-6982,manual clip
-2.0999999999999996,0.0065873353166171,0.00213239823721746,-0.00445493707939964,A-04-6982,manual clip
-1.9000000000000004,0.00786230344241396,9.477325498744288e-4,-0.00691457089253953,A-04-6982,manual clip
-1.6999999999999993,0.00552486187845295,4.738662749372059e-4,-0.00505099560351575,A-04-6982,manual clip
-1.4999999999999982,0.00509987250318743,4.738662749372144e-4,-0.00462600622825022,A-04-6982,manual clip
-1.299999999999999,0.004462388440289,4.738662749372144e-4,-0.00398852216535179,A-04-6982,manual clip
-1.0999999999999996,0.00276243093922652,0,-0.00276243093922652,A-04-6982,manual clip
-0.8999999999999986,0.00191245218869525,0,-0.00191245218869525,A-04-6982,manual clip
-0.6999999999999975,0.00148746281342966,0,-0.00148746281342966,A-04-6982,manual clip
-0.4999999999999982,0.00127496812579685,0,-0.00127496812579685,A-04-6982,manual clip
-0.29999999999999893,0,0,0,A-04-6982,manual clip
-0.09999999999999964,2.124946876328099e-4,0,-2.124946876328099e-4,A-04-6982,manual clip
-19.9,0.040785604257107,0.0183015262782293,-0.02248407797887769,A-04-6988,manual clip
-19.700000000000003,0.03973533118610853,0.0183015262782293,-0.02143380490787922,A-04-6988,manual clip
-19.5,0.04446156000560082,0.01772600658394505,-0.02673555342165577,A-04-6988,manual clip
-19.299999999999997,0.04498669654110085,0.01899214991137003,-0.02599454662973081,A-04-6988,manual clip
-19.1,0.04551183307660008,0.01910725385022682,-0.02640457922637325,A-04-6988,manual clip
-18.9,0.05286374457358932,0.0212942286885058,-0.03156951588508353,A-04-6988,manual clip
-18.700000000000003,0.04813751575409624,0.02601349018163411,-0.02212402557246213,A-04-6988,manual clip
-18.5,0.04971292536059305,0.02417182715992507,-0.02554109820066797,A-04-6988,manual clip
-18.299999999999997,0.05758997339308241,0.02589838624277732,-0.03169158715030509,A-04-6988,manual clip
-18.1,0.05006301638426009,0.02578328230392053,-0.02427973408033955,A-04-6988,manual clip
-17.9,0.05373897213275471,0.02474734685420944,-0.02899162527854527,A-04-6988,manual clip
-17.700000000000003,0.04988797087242701,0.02785515320334271,-0.02203281766908429,A-04-6988,manual clip
-17.5,0.06616720347290202,0.03027233591933473,-0.03589486755356728,A-04-6988,manual clip
-17.299999999999997,0.06056574709424472,0.03245931075761424,-0.02810643633663048,A-04-6988,manual clip
-17.1,0.06756756756756781,0.03245931075761424,-0.03510825680995357,A-04-6988,manual clip
-16.9,0.0677426130794009,0.03234420681875746,-0.03539840626064344,A-04-6988,manual clip
-16.700000000000003,0.06581711244923705,0.02969681622505133,-0.03612029622418572,A-04-6988,manual clip
-16.5,0.06669234000840124,0.0313082713690458,-0.03538406863935543,A-04-6988,manual clip
-16.299999999999997,0.07912057134855091,0.03510670135132037,-0.04401386999723054,A-04-6988,manual clip
-16.1,0.08577230079820784,0.03303483045189819,-0.05273747034630965,A-04-6988,manual clip
-15.9,0.07404425150539166,0.03430097377932285,-0.03974327772606881,A-04-6988,manual clip
-15.7,0.07509452457638946,0.0346462855958929,-0.04044823898049655,A-04-6988,manual clip
-15.5,0.08244643607337865,0.03844471557816688,-0.04400172049521177,A-04-6988,manual clip
-15.3,0.08402184567987707,0.04431501645986342,-0.03970682922001365,A-04-6988,manual clip
-15.1,0.08244643607337938,0.03948065102787831,-0.04296578504550107,A-04-6988,manual clip
-14.9,0.0953998039490271,0.04523584797071772,-0.05016395597830937,A-04-6988,manual clip
-14.7,0.08367175465621017,0.04385460070443587,-0.0398171539517743,A-04-6988,manual clip
-14.5,0.0943495308780278,0.04822855038099378,-0.04612098049703401,A-04-6988,manual clip
-14.3,0.09259907575969786,0.05409885126269041,-0.03850022449700745,A-04-6988,manual clip
-14.1,0.08349670914437785,0.05133635673012749,-0.03216035241425035,A-04-6988,manual clip
-13.9,0.090673575129534,0.06319206243237667,-0.02748151269715734,A-04-6988,manual clip
-13.7,0.08769780142837091,0.06042956789981321,-0.0272682335285577,A-04-6988,manual clip
-13.5,0.09557484946085933,0.06791132392550436,-0.02766352553535495,A-04-6988,manual clip
-13.3,0.10502730709984634,0.06457330969865813,-0.04045399740118821,A-04-6988,manual clip
-13.1,0.09960089623302094,0.075508183890053,-0.02409271234296794,A-04-6988,manual clip
-12.9,0.10275171544601634,0.08391077142659853,-0.01884094401941781,A-04-6988,manual clip
-12.7,0.09942585072118698,0.0827597320380299,-0.01666611868315708,A-04-6988,manual clip
-12.5,0.10240162442234926,0.07999723750546701,-0.02240438691688225,A-04-6988,manual clip
-12.3,0.09277412127153094,0.07124933815235183,-0.0215247831191791,A-04-6988,manual clip
-12.1,0.0953998039490271,0.06618476484265316,-0.02921503910637393,A-04-6988,manual clip
-11.9,0.10100126032768468,0.06802642786436115,-0.03297483246332351,A-04-6988,manual clip
-11.7,0.09242403024786476,0.07067381845806789,-0.02175021178979688,A-04-6988,manual clip
-11.5,0.09942585072118788,0.079306613872327,-0.02011923684886087,A-04-6988,manual clip
-11.3,0.09802548662652238,0.07435714450148444,-0.02366834212503794,A-04-6988,manual clip
-11.1,0.0946996219016948,0.07769515872833196,-0.01700446317336282,A-04-6988,manual clip
-10.9,0.0899733930822009,0.08667326595916065,-0.00330012712304024,A-04-6988,manual clip
-10.7,0.09504971292536094,0.08529201869287999,-0.00975769423248094,A-04-6988,manual clip
-10.5,0.07439434252905716,0.09726282833398509,0.02286848580492791,A-04-6988,manual clip
-10.3,0.08367175465621092,0.09588158106770447,0.01220982641149356,A-04-6988,manual clip
-10.1,0.08332166363254477,0.11107530099680052,0.02775363736425574,A-04-6988,manual clip
-9.9,0.09172384820053166,0.1164851861230685,0.02476133792253684,A-04-6988,manual clip
-9.7,0.08647248284554016,0.11475862704021772,0.02828614419467758,A-04-6988,manual clip
-9.5,0.08962330205853475,0.11360758765164884,0.02398428559311408,A-04-6988,manual clip
-9.3,0.08524716426270862,0.11188102856879804,0.02663386430608941,A-04-6988,manual clip
-9.1,0.08332166363254477,0.11049978130251656,0.0271781176699718,A-04-6988,manual clip
-8.899999999999999,0.07947066237221635,0.11671539400078208,0.03724473162856573,A-04-6988,manual clip
-8.7,0.06861784063856628,0.10796749464766724,0.03934965400910095,A-04-6988,manual clip
-8.5,0.06301638425990724,0.110269573424802,0.04725318916489476,A-04-6988,manual clip
-8.299999999999999,0.05023806189609316,0.12051382398305714,0.07027576208696398,A-04-6988,manual clip
-8.1,0.05233860803809009,0.12811068394760516,0.07577207590951507,A-04-6988,manual clip
-7.9,0.04376137795826892,0.1299523469693126,0.08619096901104367,A-04-6988,manual clip
-7.699999999999999,0.03728469402044545,0.1373189990561482,0.10003430503570274,A-04-6988,manual clip
-7.499999999999999,0.02993278252345594,0.1270747484978929,0.09714196597443696,A-04-6988,manual clip
-7.299999999999999,0.02555664472762927,0.13916066207785682,0.11360401735022754,A-04-6988,manual clip
-7.1,0.02118050693180234,0.12500287759847187,0.10382237066666952,A-04-6988,manual clip
-6.8999999999999995,0.01872986976613909,0.11637008218421172,0.09764021241807262,A-04-6988,manual clip
-6.699999999999999,0.01347850441114694,0.07965192568889737,0.06617342127775042,A-04-6988,manual clip
-6.499999999999999,0.01347850441114682,0.06445820575980075,0.05097970134865393,A-04-6988,manual clip
-6.299999999999999,0.0138285954348131,0.05881811275581872,0.04498951732100562,A-04-6988,manual clip
-6.1,0.01190309480464925,0.05329312369069289,0.04139002888604364,A-04-6988,manual clip
-5.8999999999999995,0.01242823134014837,0.04581136766500125,0.03338313632485288,A-04-6988,manual clip
-5.699999999999999,0.01015263968631848,0.03338014226846855,0.02322750258215007,A-04-6988,manual clip
-5.499999999999999,0.00892732110348686,0.03717857225074222,0.02825125114725536,A-04-6988,manual clip
-5.299999999999999,0.00700182047332309,0.03107806349133278,0.02407624301800969,A-04-6988,manual clip
-5.1,0.00945245763898617,0.02658900987591805,0.01713655223693188,A-04-6988,manual clip
-4.8999999999999995,0.00805209354432148,0.02463224291535243,0.01658014937103095,A-04-6988,manual clip
-4.699999999999999,0.01032768519815155,0.02140933262736258,0.01108164742921102,A-04-6988,manual clip
-4.499999999999999,0.00840218456798763,0.01703538295080448,0.00863319838281685,A-04-6988,manual clip
-4.299999999999999,0.00752695700882232,0.01565413568452318,0.00812717867570085,A-04-6988,manual clip
-4.1,0.00770200252065539,0.01266143327424669,0.00495943075359129,A-04-6988,manual clip
-3.9,0.00822713905615463,0.01139528994682202,0.00316815089066739,A-04-6988,manual clip
-3.6999999999999993,0.00630163842599066,0.00644582057598001,1.4418214998935044e-4,A-04-6988,manual clip
-3.4999999999999982,0.00875227559165386,0.00494946937084188,-0.00380280622081197,A-04-6988,manual clip
-3.299999999999999,0.00717686598515616,0.00241718271599255,-0.00475968326916361,A-04-6988,manual clip
-3.0999999999999996,0.00875227559165386,0.00172655908285182,-0.00702571650880204,A-04-6988,manual clip
-2.9000000000000004,0.00577650189049154,0.00161145514399503,-0.00416504674649651,A-04-6988,manual clip
-2.6999999999999993,0.00542641086682529,5.755196942839303e-4,-0.00485089117254136,A-04-6988,manual clip
-2.4999999999999982,0.00350091023666154,0.00103593544971109,-0.00246497478695045,A-04-6988,manual clip
-2.299999999999999,0.00315081921299539,6.906236331407286e-4,-0.00246019557985466,A-04-6988,manual clip
-2.0999999999999996,8.752275591653862e-4,3.453118165703643e-4,-5.299157425950219e-4,A-04-6988,manual clip
-1.9000000000000004,0.00175045511833077,2.302078777135762e-4,-0.00152024724061719,A-04-6988,manual clip
-1.6999999999999993,0.00122531858283151,0,-0.00122531858283151,A-04-6988,manual clip
-1.4999999999999982,7.001820473323089e-4,2.302078777135762e-4,-4.699741696187327e-4,A-04-6988,manual clip
-1.299999999999999,7.001820473323089e-4,2.302078777135762e-4,-4.699741696187327e-4,A-04-6988,manual clip
-1.0999999999999996,0,0,0,A-04-6988,manual clip
-0.8999999999999986,5.251365354992224e-4,0,-5.251365354992224e-4,A-04-6988,manual clip
-0.6999999999999975,1.7504551183307725e-4,0,-1.7504551183307725e-4,A-04-6988,manual clip
-0.4999999999999982,0,0,0,A-04-6988,manual clip
-0.29999999999999893,0,0,0,A-04-6988,manual clip
-0.09999999999999964,0,0,0,A-04-6988,manual clip
